X288;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X289;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSAS ESPECIFICADAS-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON OTRAS PLANTAS VENENOSOS ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X28;20;A
X290;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-VIVIENDA;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X291;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-INSTITUCION RESIDENCIAL;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X292;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X293;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-AREAS DE DEPORTE Y ATLETISMO;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X294;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-CALLES Y CARRETERAS;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X295;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-COMERCIO Y AREA DE SERVICIOS;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X296;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-AREA INDUSTRIAL Y DE LA CONSTRUCCION;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X297;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-GRANJA;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X298;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-OTRO LUGAR ESPECIFICADO;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X299;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS-LUGAR NO ESPECIFICADO;CONTACTO TRAUMATICO CON ANIMALES Y PLANTAS VENENOSOS NO ESPECIFICADOS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X29;20;A
X300;EXPOSICION AL CALOR NATURAL EXCESIVO-VIVIENDA;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X301;EXPOSICION AL CALOR NATURAL EXCESIVO-INSTITUCION RESIDENCIAL;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X302;EXPOSICION AL CALOR NATURAL EXCESIVO-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X303;EXPOSICION AL CALOR NATURAL EXCESIVO-AREAS DE DEPORTE Y ATLETISMO;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X304;EXPOSICION AL CALOR NATURAL EXCESIVO-CALLES Y CARRETERAS;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X305;EXPOSICION AL CALOR NATURAL EXCESIVO-COMERCIO Y AREA DE SERVICIOS;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X306;EXPOSICION AL CALOR NATURAL EXCESIVO-AREA INDUSTRIAL Y DE LA CONSTRUCCION;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X307;EXPOSICION AL CALOR NATURAL EXCESIVO-GRANJA;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X308;EXPOSICION AL CALOR NATURAL EXCESIVO-OTRO LUGAR ESPECIFICADO;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X309;EXPOSICION AL CALOR NATURAL EXCESIVO-LUGAR NO ESPECIFICADO;EXPOSICION AL CALOR NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X30;20;A
X310;EXPOSICION AL FRIO NATURAL EXCESIVO-VIVIENDA;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X311;EXPOSICION AL FRIO NATURAL EXCESIVO-INSTITUCION RESIDENCIAL;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X312;EXPOSICION AL FRIO NATURAL EXCESIVO-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X313;EXPOSICION AL FRIO NATURAL EXCESIVO-AREAS DE DEPORTE Y ATLETISMO;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X314;EXPOSICION AL FRIO NATURAL EXCESIVO-CALLES Y CARRETERAS;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X315;EXPOSICION AL FRIO NATURAL EXCESIVO-COMERCIO Y AREA DE SERVICIOS;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X316;EXPOSICION AL FRIO NATURAL EXCESIVO-AREA INDUSTRIAL Y DE LA CONSTRUCCION;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X317;EXPOSICION AL FRIO NATURAL EXCESIVO-GRANJA;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X318;EXPOSICION AL FRIO NATURAL EXCESIVO-OTRO LUGAR ESPECIFICADO;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X319;EXPOSICION AL FRIO NATURAL EXCESIVO-LUGAR NO ESPECIFICADO;EXPOSICION AL FRIO NATURAL EXCESIVO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X31;20;A
X320;EXPOSICION A RAYOS SOLARES-VIVIENDA;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X321;EXPOSICION A RAYOS SOLARES-INSTITUCION RESIDENCIAL;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X322;EXPOSICION A RAYOS SOLARES-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X323;EXPOSICION A RAYOS SOLARES-AREAS DE DEPORTE Y ATLETISMO;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X324;EXPOSICION A RAYOS SOLARES-CALLES Y CARRETERAS;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X325;EXPOSICION A RAYOS SOLARES-COMERCIO Y AREA DE SERVICIOS;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X326;EXPOSICION A RAYOS SOLARES-AREA INDUSTRIAL Y DE LA CONSTRUCCION;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X327;EXPOSICION A RAYOS SOLARES-GRANJA;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X328;EXPOSICION A RAYOS SOLARES-OTRO LUGAR ESPECIFICADO;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X329;EXPOSICION A RAYOS SOLARES-LUGAR NO ESPECIFICADO;EXPOSICION A RAYOS SOLARES;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X32;20;A
X330;VICTIMA DE RAYO-VIVIENDA;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X331;VICTIMA DE RAYO-INSTITUCION RESIDENCIAL;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X332;VICTIMA DE RAYO-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X333;VICTIMA DE RAYO-AREAS DE DEPORTE Y ATLETISMO;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X334;VICTIMA DE RAYO-CALLES Y CARRETERAS;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X335;VICTIMA DE RAYO-COMERCIO Y AREA DE SERVICIOS;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X336;VICTIMA DE RAYO-AREA INDUSTRIAL Y DE LA CONSTRUCCION;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X337;VICTIMA DE RAYO-GRANJA;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X338;VICTIMA DE RAYO-OTRO LUGAR ESPECIFICADO;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X339;VICTIMA DE RAYO-LUGAR NO ESPECIFICADO;VICTIMA DE RAYO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X33;20;A
X340;VICTIMA DE MOVIMIENTOS CATACLISMICOS DE LA TIERRA CAUSADOS POR TERREMOTO;VICTIMA DE TERREMOTO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X34;20;A
X341;VICTIMA DE TSUNAMI;VICTIMA DE TERREMOTO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X34;20;A
X342;VICTIMA DE TERREMOTO-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;VICTIMA DE TERREMOTO-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;3;0;999;20;VICTIMA DE TERREMOTO-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;;20;A
X343;VICTIMA DE TERREMOTO-AREAS DE DEPORTE Y ATLETISMO;VICTIMA DE TERREMOTO-AREAS DE DEPORTE Y ATLETISMO;3;0;999;20;VICTIMA DE TERREMOTO-AREAS DE DEPORTE Y ATLETISMO;;20;A
X344;VICTIMA DE TERREMOTO-CALLES Y CARRETERAS;VICTIMA DE TERREMOTO-CALLES Y CARRETERAS;3;0;999;20;VICTIMA DE TERREMOTO-CALLES Y CARRETERAS;;20;A
X345;VICTIMA DE TERREMOTO-COMERCIO Y AREA DE SERVICIOS;VICTIMA DE TERREMOTO-COMERCIO Y AREA DE SERVICIOS;3;0;999;20;VICTIMA DE TERREMOTO-COMERCIO Y AREA DE SERVICIOS;;20;A
X346;VICTIMA DE TERREMOTO-AREA INDUSTRIAL Y DE LA CONSTRUCCION;VICTIMA DE TERREMOTO-AREA INDUSTRIAL Y DE LA CONSTRUCCION;3;0;999;20;VICTIMA DE TERREMOTO-AREA INDUSTRIAL Y DE LA CONSTRUCCION;;20;A
X347;VICTIMA DE TERREMOTO-GRANJA;VICTIMA DE TERREMOTO-GRANJA;3;0;999;20;VICTIMA DE TERREMOTO-GRANJA;;20;A
X348;VICTIMA DE OTROS EFECTOS DE TERREMOTO ESPECIFICADOS;VICTIMA DE TERREMOTO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X34;20;A
X349;VICTIMA DE EFECTOS DE TERREMOTO NO ESPECIFICADOS;VICTIMA DE TERREMOTO;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X34;20;A
X350;VICTIMA DE ERUPCION VOLCANICA-VIVIENDA;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X351;VICTIMA DE ERUPCION VOLCANICA-INSTITUCION RESIDENCIAL;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X352;VICTIMA DE ERUPCION VOLCANICA-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X353;VICTIMA DE ERUPCION VOLCANICA-AREAS DE DEPORTE Y ATLETISMO;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X354;VICTIMA DE ERUPCION VOLCANICA-CALLES Y CARRETERAS;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X355;VICTIMA DE ERUPCION VOLCANICA-COMERCIO Y AREA DE SERVICIOS;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X356;VICTIMA DE ERUPCION VOLCANICA-AREA INDUSTRIAL Y DE LA CONSTRUCCION;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X357;VICTIMA DE ERUPCION VOLCANICA-GRANJA;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X358;VICTIMA DE ERUPCION VOLCANICA-OTRO LUGAR ESPECIFICADO;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X359;VICTIMA DE ERUPCION VOLCANICA-LUGAR NO ESPECIFICADO;VICTIMA DE ERUPCION VOLCANICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X35;20;A
X360;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-VIVIENDA;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X361;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-INSTITUCION RESIDENCIAL;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X362;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X363;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-AREAS DE DEPORTE Y ATLETISMO;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X364;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-CALLES Y CARRETERAS;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X365;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-COMERCIO Y AREAS DE SERVICIO;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X366;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-AREA INDUSTRIAL Y DE LA CONSTRUCCION;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X367;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-GRANJA;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X368;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-OTRO LUGAR  ESPECIFICADO;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X369;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA-LUGAR NO ESPECIFICADO;VICTIMA DE AVALANCHA-DERRUMBE Y OTROS MOVIMIENTOS DE TIERRA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X36;20;A
X370;VICTIMA DE TORMENTA CATACLISMICA-VIVIENDA;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X371;VICTIMA DE TORMENTA CATACLISMICA-INSTITUCION RESIDENCIAL;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X372;VICTIMA DE TORMENTA CATACLISMICA-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X373;VICTIMA DE TORMENTA CATACLISMICA-AREAS DE DEPORTE Y ATLETISMO;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X374;VICTIMA DE TORMENTA CATACLISMICA-CALLES Y CARRETERAS;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X375;VICTIMA DE TORMENTA CATACLISMICA-COMERCIO Y AREA DE SERVICIOS;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X376;VICTIMA DE TORMENTA CATACLISMICA-AREA INDUSTRIAL Y DE LA CONSTRUCCION;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X377;VICTIMA DE TORMENTA CATACLISMICA-GRANJA;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X378;VICTIMA DE TORMENTA CATACLISMICA-OTRO LUGAR ESPECIFICADO;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X379;VICTIMA DE TORMENTA CATACLISMICA-LUGAR NO ESPECIFICADO;VICTIMA DE TORMENTA CATACLISMICA;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X37;20;A
X380;VICTIMA DE INUNDACION-VIVIENDA;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X381;VICTIMA DE INUNDACION-INSTITUCION RESIDENCIAL;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X382;VICTIMA DE INUNDACION-ESCUELAS-OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS  PUBLICAS;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X383;VICTIMA DE INUNDACION-AREAS DE DEPORTE Y ATLETISMO;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X384;VICTIMA DE INUNDACION-CALLES Y CARRETERAS;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X385;VICTIMA DE INUNDACION-COMERCIO Y AREA DE SERVICIOS;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X386;VICTIMA DE INUNDACION-AREA INDUSTRIAL Y DE LA CONSTRUCCION;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X387;VICTIMA DE INUNDACION-GRANJA;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X388;VICTIMA DE INUNDACION-OTRO LUGAR ESPECIFICADO;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X389;VICTIMA DE INUNDACION-LUGAR NO ESPECIFICADO;VICTIMA DE INUNDACION;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X38;20;A
X390;EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA-Y LAS NO ESPECIFICADAS-VIVIENDA;EXPOSICION A OTRAS FUERZAS DE LA NATURALEZA-Y LAS NO ESPECIFICADAS;3;0;999;20;CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD (V01-Y98);X39;20;A
